식품명,식품군명,1회제공량,내용량_단위,총내용량(g),총내용량(mL),에너지(㎉),단백질(g),지방(g),탄수화물(g),총당류(g),나트륨(㎎),콜레스테롤(㎎)
사과 담은 요구르트,유가공품,80,g,750,-,65,2,1,12,8,40,3
앙팡플러스사과,유가공품,80,g,80,-,60,1.5,1.5,10,8,25,5
액티비아 병 딸기,유가공품,210,g,210,-,99,5.7,0,19,17,105,0
바이오 프로바이오틱 드링킹요거트 사과,유가공품,100,g,750,-,80,3,2.1,12,11,65,10
비피더스 사과,유가공품,130,g,130,-,95,2,1.6,18,17,25,3
요러브베리요거트,유가공품,85,g,85,-,85,3,2.6,12,12,45,7
한번에 1000억 프로바이오틱 플레인,유가공품,100,g,130,-,40,0.8,0,8.8,6.8,16,0
발효유 남양 요구르트,유가공품,100,g,280,-,40,0.8,0,8.8,6.8,16,0
남양 망고 요구르트,유가공품,100,g,280,-,40,0.8,0,8.8,6.8,16,0
비피더스 지방제로 플레인,유가공품,130,g,130,-,65,2.7,0,13,10,60,5
요플레 오리지널 포도,유가공품,85,g,85,-,85,3,3,13,11,50,10
닥터 위,유가공품,150,g,150,-,155,5,4.3,25,22,75,15
케피어12 스트로베리,유가공품,100,g,750,-,75,3,1.9,11,10,50,5
Home plus 떠먹는 요거트 생크림,유가공품,83,g,83,-,115,2.6,7,10,10,50,25
케피어12 블루베리,유가공품,100,g,750,-,75,3,1.9,11,10,50,5
평촌요구르트,유가공품,150,g,150,-,110,4,5,13,10,75,3
후디스 케어3,유가공품,135,g,135,-,115,4.1,4.1,16,13,80,15
액티비아 컵 석류크랜베리,유가공품,90,g,90,-,75,3,2,11,8,60,10
장앤미 사과,유가공품,150,g,150,-,155,5,4.5,27,19,75,15
요플레 라이트 슈퍼베리,유가공품,80,g,80,-,65,2,2.7,8,7.5,35,9
비 플레인 쿽,유가공품,100,g,450,-,87,3,3,12,11,70,15
요플레 SEASON-UP 체리&베리,유가공품,105,g,105,-,95,2.6,3.1,14.5,12,50,15
요플레 오프룻 복숭아,유가공품,180,g,180,-,145,5,2.6,25,20,100,10
액티비아 얼티밋 병 푸룬,유가공품,130,g,130,-,115,5,3.8,15,12,60,10
풀무원다논 그릭 딸기바나나,유가공품,95,g,760,-,95,5,2.7,13,12,50,10
남양 자연의 시작 불가리스 플레인,유가공품,150,g,150,-,135,5,4,21,11,85,16
아이러브요거트 병 복숭아,유가공품,130,g,130,-,64,3,0,13,11,50,0
소와나무 빅요구르트,유가공품,80,g,310,-,50,1,0,11,9,17,0
상하목장 유기농 요구르트 플레인,유가공품,100,g,400,-,60,3,3.5,4.5,4.5,50,12
아이러브요거트 병 망고,유가공품,130,g,130,-,64,3,0,13,11,50,0
파스퇴르 쾌변 플레인,유가공품,150,g,150,-,150,5,4.5,26,12,80,20
얼려먹는 슈퍼100 후레쉬딸기,유가공품,90,g,90,-,110,3,3,17,16,50,10
울트라 요구르트,유가공품,100,g,280,-,35,1,0,8,5,25,0
요플레 오프룻 블루베리,유가공품,180,g,180,-,145,5,2.6,25,20,100,10
유기농 Baby 플레인,유가공품,85,g,85,-,70,4.4,2.6,7,6,45,9
블루베리의 상큼함이 살아있는 요구르트,유가공품,150,g,750,-,143,6,4.3,20,15,95,19
짜요짜요 복숭아,유가공품,40,g,40,-,50,2,1.5,7,6,25,6
i요구르트,유가공품,140,g,140,-,110,5,3.3,16,12,65,5
비락 비피더스 사과,유가공품,130,g,130,-,95,25,1.6,17,2,18,3
부산요구르트,유가공품,65,g,65,-,20,1,0,2,4,1,0
닥터 칸,유가공품,150,g,150,-,100,3,2.6,17,15,45,5
아임리얼 블루베리 요거트,유가공품,100,g,500,-,85,1.7,2.9,13,12,55,10
짜요짜요 플레인,유가공품,40,g,40,-,50,2,1.5,7,6,25,5
액티비아 병 포도,유가공품,130,g,130,-,92,4,2.6,13,12,70,9
닥터키즈,유가공품,80,g,80,-,50,1,0,12,10,15,0
요플레 사과&케일 요거트,유가공품,190,g,190,-,150,5.5,2.8,26,21,100,20
얼려먹는 슈퍼100 소프트요거,유가공품,90,g,90,-,110,3,3,17,16,50,10
Home Plus 떠먹는 요거트 복숭아,유가공품,83,g,83,-,75,3,2,11,10,50,10
아이러브요거트 쪽쪽 딸기,유가공품,80,g,80,-,65,2,1.9,10,9,40,5
Home plus 떠먹는 요거트 딸기,유가공품,83,g,83,-,75,3,2,11,10,50,10
도마슈노 블루베리 요거트,유가공품,180,g,180,-,150,6,4,23,20,120,15
떠먹는 불가리스 키위,유가공품,85,g,85,-,80,3,2.4,11,10,50,10
오직우유100%를 유산균으로 발효한 요구르트(호상),유가공품,100,g,400,-,85,4,5,6,6,65,20
요네뜨 딸기,유가공품,85,g,85,-,95,2,2.4,16,13,35,10
비플레인 베리믹스,유가공품,85,g,85,-,85,3,2.6,12,12,45,7
비요뜨 쿠키앤크림,유가공품,136,g,136,-,155,8,5,19,15,100,20
액티비아 컵 파인애플코코넛,유가공품,90,g,90,-,75,3,2,11,8,60,10
요플레 포미 블루베리,유가공품,110,g,110,-,100,2.8,3.2,15,12,50,15
프로바이오틱스 로어슈거 요구르트,유가공품,80,g,260,-,36,1,0,8,5,15,0
요플레 청포도&케일 요거트,유가공품,190,g,190,-,150,5.5,2.8,26,21,100,20
범산목장 유기농 플레인 요구르트,유가공품,100,g,450,-,80,2.5,3.4,9,9,37,9
짜먹는 슈퍼100 후레쉬딸기,유가공품,90,g,90,-,95,3,2,16,16,45,10
요플레 포미 복숭아,유가공품,110,g,110,-,100,2.8,3.2,15,12,50,15
덴마크 유산균 요구르트 딸기,유가공품,150,g,450,-,125,5,4,17,14,90,20
서울우유 요구르트 제로,유가공품,270,g,270,-,172,3,0,40,30,50,0
요플레 오리지널 골드키위,유가공품,85,g,85,-,85,3,2.5,13,11,50,10
아이러브요거트 쑥쑥 병 딸기,유가공품,100,g,100,-,65,2.7,1,11,9,30,5
