식품명,식품군명,1회제공량,내용량_단위,총내용량(g),총내용량(mL),에너지(㎉),단백질(g),지방(g),탄수화물(g),총당류(g),나트륨(㎎),콜레스테롤(㎎)
참아이엔지 크리미버터향 크래커샌드위치 180g,"과자류, 빵류 또는 떡류",70,g,-,-,236.83,3.27,9.8,34.3,13.07,245,0
참크래커,"과자류, 빵류 또는 떡류",30,g,-,-,41.07,0.86,1.21,6.59,0.32,58.86,0.78
찹쌀약과,"과자류, 빵류 또는 떡류",30,g,-,-,130,1,7,16,1.5,20,0
철분 칼슘 스틱,"과자류, 빵류 또는 떡류",30,g,-,-,45,0.59,2.17,5.77,1.83,9.93,1.37
청포도 구미100,"과자류, 빵류 또는 떡류",10,g,-,-,3.3,0.05,0,0.77,0.6,0.26,0
청포도 스파클,"과자류, 빵류 또는 떡류",200,g,-,-,214.29,0,1.63,38.77,48.56,0,0
체다 & 고다 치즈 팝콘,"과자류, 빵류 또는 떡류",20,g,-,-,22.86,0.27,1.49,2.1,0.02,23.89,0.11
체리향 캔디,"과자류, 빵류 또는 떡류",10,g,-,-,3.75,0,0,0.94,0.75,1.25,0
체리향 태피,"과자류, 빵류 또는 떡류",30,g,-,-,35.36,0,0.64,7.07,4.5,54.64,0
초이스엘 나쵸칩,"과자류, 빵류 또는 떡류",30,g,-,-,46.5,0.6,2.7,5.1,0,14.4,0
초코 스마일,"과자류, 빵류 또는 떡류",30,g,-,-,33.3,0.72,0.31,7.02,2.66,3.42,0
초코 콘플레이크,"과자류, 빵류 또는 떡류",30,g,-,-,33.9,0.6,0.3,7.2,3,2.4,0
초코 크림 웨이퍼,"과자류, 빵류 또는 떡류",30,g,-,-,41.9,0.31,1.55,6.83,3.42,22.34,0
초코 팝콘,"과자류, 빵류 또는 떡류",20,g,-,-,16.27,0.13,0.27,3.33,2,20,2
초코 플라워모양 가프레테,"과자류, 빵류 또는 떡류",30,g,-,-,40.5,0.45,1.35,6.57,0.25,8.1,0.45
초코는 새우편,초콜릿류,30,g,-,-,47.34,0.63,2.61,5.49,1.27,24.75,0.9
초코다이제 스티브 비스킷,"과자류, 빵류 또는 떡류",30,g,-,-,46.44,0.72,2.16,6.12,1.8,36.36,0.72
초코렛 크림 쿠키,"과자류, 빵류 또는 떡류",30,g,-,-,45,0.48,2.42,0,3.6,18.69,1.38
초코롤 타로,"과자류, 빵류 또는 떡류",70,g,-,-,269.5,2.45,14.7,29.4,22.05,36.75,12.25
초코리에르,"과자류, 빵류 또는 떡류",30,g,-,-,47.4,0.6,2.4,5.7,2.1,29.7,0.6
초코무무,"과자류, 빵류 또는 떡류",30,g,-,-,42,0.84,1.62,6,2.1,31.2,0
초코비 초콜릿향 스낵,"과자류, 빵류 또는 떡류",30,g,-,-,49.46,0.29,2.92,5.54,3.46,14.22,1.8
초코비스 바닐라향 비스킷,"과자류, 빵류 또는 떡류",30,g,-,-,43.56,0.72,1.8,6.12,2.52,37.8,0.72
초코비스 초콜릿향 비스킷,"과자류, 빵류 또는 떡류",30,g,-,-,43.56,0.72,1.8,6.12,2.22,37.8,0.72
초코비스 헤이즐넛 비스킷,"과자류, 빵류 또는 떡류",30,g,-,-,43.56,0.72,1.8,6.12,2.88,37.8,0.72
초코 샌드위치 비스킷,"과자류, 빵류 또는 떡류",30,g,-,-,43.55,0.58,2.03,5.81,2.03,12.19,0
초코엔크림 비스킷,"과자류, 빵류 또는 떡류",30,g,-,-,43.07,0.64,1.93,5.79,1.9,12.86,0
초코 웨하스,"과자류, 빵류 또는 떡류",30,g,-,-,47.06,0.51,2.57,5.66,3.86,15.94,0
초코챔프,"과자류, 빵류 또는 떡류",30,g,-,-,35.1,0.6,0.3,7.5,3.3,46.5,0
초코초코별,"과자류, 빵류 또는 떡류",30,g,-,-,49.57,0.29,2.92,5.54,3.46,14.22,1.8
초코칩 비스킷,"과자류, 빵류 또는 떡류",30,g,-,-,44.1,0.6,1.89,6.3,1.2,36.9,0
초코칩 초코쿠키,"과자류, 빵류 또는 떡류",30,g,-,-,68.75,0.75,2.5,10.75,2.55,65,1.25
초코칩쿠키,"과자류, 빵류 또는 떡류",30,g,-,-,44.55,0.54,1.98,6.12,2.25,25.74,2.88
초코칩쿠키 초코웨이브쿠키,"과자류, 빵류 또는 떡류",30,g,-,-,46.06,0.53,2.38,5.82,2.66,25.41,0.79
초코칩쿠키 초코칩쿠키,"과자류, 빵류 또는 떡류",30,g,-,-,46.2,0.6,2.1,6,5.7,28.5,1.5
초코칩쿠키 초코칩쿠키 위드슈거,"과자류, 빵류 또는 떡류",30,g,-,-,45.87,0.58,2.03,6.1,5.81,27.87,1.16
초코칩쿠키 초콜릿쿠키,"과자류, 빵류 또는 떡류",30,g,-,-,45.87,0.58,2.32,5.81,5.52,25.84,0.58
초코칩쿠키 코코아 초코칩쿠키,"과자류, 빵류 또는 떡류",30,g,-,-,36.6,0.6,2.1,5.7,5.4,5.1,0.9
초코캣쿠키,"과자류, 빵류 또는 떡류",30,g,-,-,202.5,2.25,11.02,24.75,0,67.5,33.75
초코팡,"과자류, 빵류 또는 떡류",30,g,-,-,50,0.1,2.7,5.5,3.89,11,0.1
초코휘레,"과자류, 빵류 또는 떡류",30,g,-,-,49.29,0.43,3,5.14,2.14,22.71,0
초코휠,"과자류, 빵류 또는 떡류",30,g,-,-,48,0.54,2.4,5.94,2.7,31.5,0
초코휠 더블,"과자류, 빵류 또는 떡류",30,g,-,-,41.54,0.66,1.25,6.85,2.28,40.4,0
초콜릿 뮤즐리바,"과자류, 빵류 또는 떡류",30,g,-,-,40.5,0.84,1.92,4.98,2.25,5.7,0
초콜릿 천크 소살리토,"과자류, 빵류 또는 떡류",30,g,-,-,43.62,0.35,2.08,5.88,3.46,20.77,1.73
초콜릿 천크 체사피크,"과자류, 빵류 또는 떡류",30,g,-,-,43.62,0.35,2.08,5.88,3.46,20.77,1.73
초콜릿 칩 쿠키,"과자류, 빵류 또는 떡류",30,g,-,-,45.4,0.46,2.4,5.5,1.8,11.8,0
초콜릿 크림 오레오 초콜릿 샌드위치 쿠키 미가방,"과자류, 빵류 또는 떡류",30,g,-,-,44.22,0.35,1.88,6.48,0.25,34.53,0.04
초콜릿&오렌지 쇼트브래드,"과자류, 빵류 또는 떡류",30,g,-,-,48.27,0.49,2.7,5.65,2.05,22.5,8.02
초콜릿딥 마카다미아,"과자류, 빵류 또는 떡류",30,g,-,-,42.95,0.41,2.45,4.91,2.86,18.41,4.09
초콜릿딥 마카다미아 1차포장,"과자류, 빵류 또는 떡류",30,g,-,-,42.95,0.41,2.45,4.91,2.86,18.41,4.09
초콜릿맛 타르트 쉘 라지 직사각,"과자류, 빵류 또는 떡류",30,g,-,-,41.54,0.55,2.28,4.67,1.97,12.46,6.37
초콜릿맛 타르트 쉘 미디움 직사각,"과자류, 빵류 또는 떡류",30,g,-,-,41.54,0.55,2.28,4.67,1.97,12.46,6.37
초콜릿맛 타르트 쉘 스몰 원형,"과자류, 빵류 또는 떡류",30,g,-,-,45,0.55,3.27,5.45,1.91,8.18,6.82
초콜릿맛 타르트 쉘 스몰 하트,"과자류, 빵류 또는 떡류",30,g,-,-,41.4,0.6,2.28,4.65,2.01,12.42,6.36
초콜릿 웨하스,"과자류, 빵류 또는 떡류",30,g,-,-,52.38,0.54,3.06,5.76,3.24,21.78,0.18
초콜릿청크 쇼트브레드,"과자류, 빵류 또는 떡류",70,g,-,-,248.68,2.45,13.48,29.4,9.8,196,36.75
초콜릿칩 버터비스킷,"과자류, 빵류 또는 떡류",30,g,-,-,48.6,0.6,2.73,5.4,2.1,12.6,9
초콜릿칩 쿠키,"과자류, 빵류 또는 떡류",30,g,-,-,49.5,0.6,3,5.1,1.8,46.5,1.5
초콜릿칩 쿠키,"과자류, 빵류 또는 떡류",30,g,-,-,44.76,0.47,2.13,5.92,1.8,33.16,0
초콜릿칩향 태피,"과자류, 빵류 또는 떡류",30,g,-,-,35.36,0,0.64,7.07,4.5,54.64,0
초콜릿크림 큐브 와퍼,"과자류, 빵류 또는 떡류",30,g,-,-,44.78,0.45,2.07,6.07,2.92,6.75,0.54
초콜릿향 와퍼스틱,"과자류, 빵류 또는 떡류",30,g,-,-,43.92,0.54,1.8,6.3,4.5,7.56,0
초콜릿향 태피 엘아이티이,"과자류, 빵류 또는 떡류",30,g,-,-,35.36,0,0.64,7.07,4.5,54.64,0
초콜릿향 민트향 태피,"과자류, 빵류 또는 떡류",30,g,-,-,35.36,0,0.64,7.07,4.5,54.64,0
초콜릿향 카라멜향 모카향 태피,"과자류, 빵류 또는 떡류",30,g,-,-,35.36,0,0.64,7.07,4.5,54.64,0
초클레어즈,"과자류, 빵류 또는 떡류",30,g,-,-,38,0.4,1.4,6.2,4,8.33,3.33
쵸코 팝,"과자류, 빵류 또는 떡류",30,g,-,-,35,0,0,8.5,0.25,1,0
쵸코하임,"과자류, 빵류 또는 떡류",30,g,-,-,49.04,0.75,2.84,5.13,3.27,11.56,0.46
추억의 차카니,"과자류, 빵류 또는 떡류",30,g,-,-,38,0.72,0.4,7.06,1.06,76.2,0
춥파춥스 딸기앤크림 향,"과자류, 빵류 또는 떡류",10,g,-,-,4.17,0.08,0,0.92,0.77,1.67,0
춥파춥스 롤리팝,"과자류, 빵류 또는 떡류",10,g,-,-,4.17,0,0,1,0.77,1.67,0
"춥파춥스 체리맛, 딸기맛, 콜라향","과자류, 빵류 또는 떡류",10,g,-,-,4.17,0,0,0.83,0.77,0,0
취어풀 초콜릿티 칩,"과자류, 빵류 또는 떡류",30,g,-,-,33,0.3,2.1,5.7,2.66,33,1.5
츄럿,"과자류, 빵류 또는 떡류",30,g,-,-,47.44,0.51,2.46,5.82,2.1,22.28,0.13
츄잉밀크 딸기,"과자류, 빵류 또는 떡류",10,g,-,-,3.6,0.15,0.04,0.8,0.54,2.7,0
츄잉밀크 요거트,"과자류, 빵류 또는 떡류",10,g,-,-,3.6,0.1,0.03,0.7,0.54,2.7,0
츄잉밀크 플레인,"과자류, 빵류 또는 떡류",10,g,-,-,3.6,0.15,0.04,0.8,0.54,2.7,0
츄파춥스,"과자류, 빵류 또는 떡류",10,g,-,-,5,0,0,1.2,0.77,2.5,0
츄파춥스 롤리팝 딸기크림맛,"과자류, 빵류 또는 떡류",10,g,-,-,4.17,0.08,0,0.92,0.77,1.67,0
"츄파춥스 롤리팝 체리맛, 딸기맛, 콜라맛","과자류, 빵류 또는 떡류",10,g,-,-,4.17,0,0,1,0.77,0,0
츄파춥스,"과자류, 빵류 또는 떡류",10,g,-,-,3.9,0,0,1,0.77,0,0
츄파춥스 XXL,"과자류, 빵류 또는 떡류",30,g,-,-,32.58,0,0,8.1,6.95,18.63,0
츄파춥스 미니,"과자류, 빵류 또는 떡류",30,g,-,-,37.53,0,0,9,6.95,7.47,0
츄파춥스 크레모사,"과자류, 빵류 또는 떡류",10,g,-,-,2.6,0,0.05,0.9,0.77,2,0
츠브구미,"과자류, 빵류 또는 떡류",10,g,-,-,3.5,0.04,0,0.81,0.6,0,0
치브 크래커,"과자류, 빵류 또는 떡류",30,g,-,-,40.8,0.87,1.5,5.7,0.24,81,0
치오 스틱 & 프레즐,"과자류, 빵류 또는 떡류",30,g,-,-,34.2,1.08,0.47,6.3,0.18,243,0
치오 스틱 감자맛,"과자류, 빵류 또는 떡류",30,g,-,-,41.79,0.43,1.93,5.57,0.04,117.86,0
치오 스틱 치즈맛,"과자류, 빵류 또는 떡류",30,g,-,-,40.71,1.07,1.71,5.14,0.21,107.14,0
치즈 볼,"과자류, 빵류 또는 떡류",30,g,-,-,41.79,0.64,2.25,5.14,0.64,83.57,0
치즈 샌드위치,"과자류, 빵류 또는 떡류",30,g,-,-,48.54,0.55,2.57,5.79,1.61,45,0
치즈 컬즈,"과자류, 빵류 또는 떡류",30,g,-,-,53.04,0.58,3.54,4.18,0.23,91.29,0
치즈 크래커,"과자류, 빵류 또는 떡류",30,g,-,-,42,0.9,1.47,6.3,1.8,78,0
치즈 크림 샌드위치 비스킷,"과자류, 빵류 또는 떡류",30,g,-,-,42.19,0.84,1.69,5.91,1.12,82.41,0.06
치즈 트위스트,"과자류, 빵류 또는 떡류",30,g,-,-,45.6,1.17,2.43,4.65,0.3,72,0
치즈볼,"과자류, 빵류 또는 떡류",30,g,-,-,46.61,0.32,2.89,4.82,0.64,122.14,0
치즈아몬드맛,"과자류, 빵류 또는 떡류",30,g,-,-,48.3,1.2,2.7,4.8,0.3,42,0
치즈컬,"과자류, 빵류 또는 떡류",30,g,-,-,48.21,0.32,3.21,4.5,0.64,118.93,0
치즈콘,"과자류, 빵류 또는 떡류",30,g,-,-,54.64,0.96,4.18,3.21,0.25,109.29,1.61
치즈향 캐러멜,"과자류, 빵류 또는 떡류",10,g,-,-,5.36,0.09,0.27,0.64,0.45,1.36,0
치킨팝,"과자류, 빵류 또는 떡류",30,g,-,-,151.02,1.16,6.75,21.42,2.44,120.38,0
치토스 크런치,"과자류, 빵류 또는 떡류",30,g,-,-,50.79,0.64,3.21,4.82,0.32,93.21,0
치토스 크런치,"과자류, 빵류 또는 떡류",30,g,-,-,48.21,0.64,3.21,4.18,0.32,80.36,0
치토스 크런치,"과자류, 빵류 또는 떡류",30,g,-,-,51.43,0.64,3.21,4.82,0.32,93.21,0
치토스 팝프스,"과자류, 빵류 또는 떡류",30,g,-,-,48.21,0.64,3.21,4.18,0.32,96.43,0
치토스 프라민 핫 크런치,"과자류, 빵류 또는 떡류",30,g,-,-,54.64,0.45,3.63,4.95,0,80.36,0
치토스 매콤한 맛,"과자류, 빵류 또는 떡류",100,g,-,-,570,5,35,56,5,400,0
치토스 바베큐 맛,"과자류, 빵류 또는 떡류",100,g,-,-,575,5,36,59,5,445,0
치피 바베큐향,"과자류, 빵류 또는 떡류",30,g,-,-,50.73,0.41,3.27,4.5,0.2,54,0
치피 칠리앤치즈,"과자류, 빵류 또는 떡류",30,g,-,-,51,0.6,3.3,4.8,0,51,0
치피 플레버드 바베큐 콘칩스,"과자류, 빵류 또는 떡류",30,g,-,-,51.3,0.6,3.3,4.8,0,54,0
치피 플레이버 바비큐 콘칩,"과자류, 빵류 또는 떡류",30,g,-,-,51,0.6,3.3,4.8,0,54,0
치피 플레이버 칠리 & 치즈 콘칩,"과자류, 빵류 또는 떡류",30,g,-,-,51,0.6,3.3,4.8,0,51,0
칙촉 소프트,"과자류, 빵류 또는 떡류",30,g,-,-,44.91,0.54,2.43,5.13,1.93,24.84,2.7
칙촉 오리지널,"과자류, 빵류 또는 떡류",30,g,-,-,148.41,2.03,7.52,18.15,2.79,58,8.94
칙촉 초코에 빠진 별,"과자류, 빵류 또는 떡류",30,g,-,-,44.91,0.54,2.43,5.13,1.54,25.2,2.7
칠리클럽,"과자류, 빵류 또는 떡류",30,g,-,-,34.2,0.9,0.68,6.12,0.68,45,0
칩스딜라이트 레인보우 쿠키,"과자류, 빵류 또는 떡류",30,g,-,-,49.5,0.6,2.4,6,2.7,0.3,22.5
칩스딜라이트 초콜릿칩 쿠키,"과자류, 빵류 또는 떡류",30,g,-,-,48,0.6,2.4,5.7,2.1,27,0
칩스딜라이트 커피 카라멜칩 쿠키,"과자류, 빵류 또는 떡류",30,g,-,-,48,0.6,2.4,5.7,3.6,25.5,0
칩스레텐 사워 크림,"과자류, 빵류 또는 떡류",30,g,-,-,46.8,0.47,2.88,5.04,0.14,86.4,0
칩슬레튼 솔티드,"과자류, 빵류 또는 떡류",30,g,-,-,46.8,0.47,2.88,5.04,0.07,72,0
칩포테이토 어니언 60g,"과자류, 빵류 또는 떡류",30,g,-,-,51.13,0.41,3.3,4.96,0.3,23.34,0.28
칩포테토 매콤달콤,"과자류, 빵류 또는 떡류",30,g,-,-,85,0.75,5.5,8,0.3,65,0
칩포테토 어니언,"과자류, 빵류 또는 떡류",30,g,-,-,49.5,0.6,3,5.1,0.3,27,0
칩포테토 오리지널,"과자류, 빵류 또는 떡류",30,g,-,-,49.5,0.54,3.42,4.5,0,27,0
칩포테토 샤워크림어니언,"과자류, 빵류 또는 떡류",30,g,-,-,49.5,0.45,3,5.25,0.3,39,0
카나데루 치즈,"과자류, 빵류 또는 떡류",30,g,-,-,40.15,0.69,1.11,6.85,1.41,60.23,3.39
카라멜 아몬드 퐁당 쿠키,"과자류, 빵류 또는 떡류",30,g,-,-,45.77,0.79,2.25,5.49,2.73,11.88,3.3
카라멜 체란티스,"과자류, 빵류 또는 떡류",30,g,-,-,64.12,6.75,1.12,6.75,6.19,6.22,0
카라멜 팝콘,"과자류, 빵류 또는 떡류",20,g,-,-,21.33,0.19,1.2,2.53,3.33,3.07,0
카라멜링,"과자류, 빵류 또는 떡류",30,g,-,-,40.09,0.57,1.31,6.43,3.26,0.04,0
카라멜콘 땅콩,"과자류, 빵류 또는 떡류",30,g,-,-,46.8,0.54,2.35,5.88,1.8,18.24,0
카라멜향 콘향 태피,"과자류, 빵류 또는 떡류",10,g,-,-,3.93,0,0.07,0.79,0.5,6.07,0
카라멜향 팝콘,"과자류, 빵류 또는 떡류",20,g,-,-,15,0.14,0.14,3.29,1.43,12.14,0
카라멜향치즈케익향 태피,"과자류, 빵류 또는 떡류",10,g,-,-,3.93,0,0.07,0.79,0.5,6.07,0
카르사어솔티드쿠키,"과자류, 빵류 또는 떡류",30,g,-,-,40.5,0.3,1.5,6.3,1.8,22.5,0
카르사클라스,"과자류, 빵류 또는 떡류",30,g,-,-,42,0.3,2.1,5.4,2.7,12,0
카린토 도넛 허니,"과자류, 빵류 또는 떡류",70,g,-,-,205.8,1.96,7.64,32.34,7.08,62.72,0
카메다 포타포타야키,"과자류, 빵류 또는 떡류",30,g,-,-,39.21,0.32,0.9,7.39,1.61,62.36,0
카바사 스틱,"과자류, 빵류 또는 떡류",30,g,-,-,42.6,0.3,1.8,6.3,0.3,25.2,0
카부토 스낵 빈 파티 믹스 1,"과자류, 빵류 또는 떡류",30,g,-,-,44.07,0.62,1.86,6.21,6.32,43.45,0
카부토 스낵 빈 파티 믹스 2,"과자류, 빵류 또는 떡류",30,g,-,-,44.07,0.62,1.86,6.21,6.21,43.45,0
카사바 칩,"과자류, 빵류 또는 떡류",30,g,-,-,44.7,0.09,2.02,6.53,0.15,16.29,0
카사바 칩 갈릭맛,"과자류, 빵류 또는 떡류",30,g,-,-,42.97,0.12,1.8,6.57,0.53,27.36,0
카사바칩,"과자류, 빵류 또는 떡류",30,g,-,-,42,0.3,1.5,6.6,0.15,25.5,0
카사바칩,"과자류, 빵류 또는 떡류",30,g,-,-,44.7,0.09,2.03,6.53,0.35,16.29,0
카사바칩,"과자류, 빵류 또는 떡류",30,g,-,-,45.31,0.17,2.27,6.06,0.18,18.66,0.37
카사바칩,"과자류, 빵류 또는 떡류",30,g,-,-,44.33,0.27,1.89,6.75,0.15,24.75,0
카스타드,"과자류, 빵류 또는 떡류",100,g,-,-,471,6,27,52,25,74,150
카스타드 모닝밀,"과자류, 빵류 또는 떡류",30,g,-,-,43.29,0.45,2.61,4.5,2.35,10.71,11.16
카스타드 스위트 골드,"과자류, 빵류 또는 떡류",30,g,-,-,41.94,0.45,2.34,4.77,2.35,8.1,11.7
카스타드 오리지널,"과자류, 빵류 또는 떡류",30,g,-,-,187.15,1.7,10.21,20.42,2.35,42.53,37.17
카스타드 크림샌드 비스켓,"과자류, 빵류 또는 떡류",30,g,-,-,44.55,0.58,2.12,5.79,3.21,29.51,0
카시 트레일 믹스 츄위 그라놀라 바,"과자류, 빵류 또는 떡류",30,g,-,-,36,1.54,1.29,5.14,1.54,24.43,0
카시 허니 아몬드 플레스 츄위 그라놀라 바,"과자류, 빵류 또는 떡류",30,g,-,-,36,1.8,1.29,4.89,1.29,27,0
카시즈쿠시 믹스 모나카,"과자류, 빵류 또는 떡류",30,g,-,-,28.8,0.3,0,6.9,6.6,6,0
카오루 야키에비,"과자류, 빵류 또는 떡류",30,g,-,-,38.08,0.97,0.76,6.85,1.66,79.62,6.92
카우테일즈 바닐라맛,"과자류, 빵류 또는 떡류",30,g,-,-,36.96,0.64,0.96,6.43,4.28,12.86,0
카우테일즈 초콜릿맛,"과자류, 빵류 또는 떡류",30,g,-,-,36.96,0.64,0.96,6.43,4.28,12.86,0
카이산 믹스,"과자류, 빵류 또는 떡류",30,g,-,-,41.91,0.26,1.54,6.43,0.51,68.66,0
카쿠마스,"과자류, 빵류 또는 떡류",30,g,-,-,32.4,0.6,0,7.5,3,0.3,0
카키 피,"과자류, 빵류 또는 떡류",30,g,-,-,43.5,1.2,1.8,5.7,0.6,39,0
카키노다네,"과자류, 빵류 또는 떡류",30,g,-,-,42.39,1.21,1.56,5.85,1.09,43.11,0
카키노다네 와사비,"과자류, 빵류 또는 떡류",30,g,-,-,46.29,1.49,2.37,4.73,0.46,56.06,0
카키노타네,"과자류, 빵류 또는 떡류",30,g,-,-,35.16,0.57,0.13,7.91,0.08,56.57,0
카키노타네 쌀과자,"과자류, 빵류 또는 떡류",30,g,-,-,34.5,0.6,0,8.1,0.6,54,0
카키노타네 쌀과자 앤 피넛츠,"과자류, 빵류 또는 떡류",30,g,-,-,48,1.5,2.7,4.5,0.3,30,0
카토루 사계쿠키야,"과자류, 빵류 또는 떡류",30,g,-,-,49.2,0.63,2.79,5.36,2.97,8.77,2.01
카페 캔디,"과자류, 빵류 또는 떡류",10,g,-,-,3.75,0,0,0.94,0.75,1.25,0
카페 크란쩨,"과자류, 빵류 또는 떡류",30,g,-,-,41.4,0.72,1.66,6.12,2.88,19.8,5.04
카페낀디오 커피 비스킷,"과자류, 빵류 또는 떡류",30,g,-,-,39.6,0.9,1.35,6.75,1.35,19.8,5.85
카푸치노향 와퍼스틱,"과자류, 빵류 또는 떡류",30,g,-,-,45,0.54,1.98,6.3,4.5,7.02,0
카푸치노향 크림 웨이퍼,"과자류, 빵류 또는 떡류",30,g,-,-,42.48,0.36,1.62,6.84,3.17,20.16,0
카프리 코어 솔트,"과자류, 빵류 또는 떡류",30,g,-,-,46.5,0.5,1.25,4,1.52,7.5,3.75
카피 크란제,"과자류, 빵류 또는 떡류",30,g,-,-,44.1,0.59,2.16,5.63,2.48,0,0
칵테일 샌드,"과자류, 빵류 또는 떡류",30,g,-,-,44.81,0.57,1.91,6.34,3.05,18.35,0
칵테일 샌드 비스킷,"과자류, 빵류 또는 떡류",30,g,-,-,43.8,0.6,1.8,6.3,5.4,18,3
칸쵸,"과자류, 빵류 또는 떡류",100,g,-,-,481,7,21,67,31,178,2.7
칸쵸 파인애플,"과자류, 빵류 또는 떡류",30,g,-,-,45.36,0.54,2.16,5.94,2.06,23.4,0.01
칸투치니 알라 만돌라 25%,"과자류, 빵류 또는 떡류",30,g,-,-,44.1,1.2,2.1,5.1,1.8,2.4,4.5
칸투치니 토스카나 아몬드 쿠키 25%,"과자류, 빵류 또는 떡류",30,g,-,-,44.1,1.2,2.1,5.1,1.8,2.4,4.5
칸투치니 토스카나 아몬드쿠키 18%,"과자류, 빵류 또는 떡류",30,g,-,-,41.1,0.9,1.5,6,2.1,2.4,4.5
칸투치니 토스카나 초콜릿 쿠키,"과자류, 빵류 또는 떡류",30,g,-,-,39.9,0.6,1.5,6,2.1,2.4,4.5
냉동면 칼국수,면류,100,g,-,-,102,2.5,0.3,23.4,0,0,0
봉지 생칼국수,면류,100,g,-,-,119,4.1,0.9,23.8,1.41,3916,0
생칼국수,면류,100,g,-,-,262,5,0.7,59,1.41,693,0
칼리비오 유기농 에이비씨 비스켓,"과자류, 빵류 또는 떡류",30,g,-,-,39.9,0.6,1.2,6.3,1.35,14.1,0
칼슘센베이,"과자류, 빵류 또는 떡류",30,g,-,-,34.25,0.5,0,8,0.76,47.75,0
캐슈 러브 라이스 스퀘어,"과자류, 빵류 또는 떡류",30,g,-,-,43.2,1.08,2.16,5.04,1.8,18,0
캔디드 오렌지필 비스킷,"과자류, 빵류 또는 떡류",30,g,-,-,37.8,0.3,0.6,7.8,6.9,6,9
캔디믹스 10,"과자류, 빵류 또는 떡류",10,g,-,-,4,0,0.03,0.91,0.75,0.37,0.03
캔디벨트 딸기향 바나나향,"과자류, 빵류 또는 떡류",10,g,-,-,3.75,0.03,0.03,0.82,0.6,0.3,0
캔디벨트 라즈베리향 블루베리향,"과자류, 빵류 또는 떡류",10,g,-,-,3.75,0.03,0.03,0.82,0.6,0.3,0
캔디벨트 멀티플레이 버드,"과자류, 빵류 또는 떡류",10,g,-,-,3.67,0.03,0.03,0.82,0.6,0.3,0
캔디벨트 수박향,"과자류, 빵류 또는 떡류",10,g,-,-,3.75,0.03,0.03,0.82,0.6,0.3,0
캔디 와치스,"과자류, 빵류 또는 떡류",10,g,-,-,4,0,0,1,0.75,1,0
캔디콘향 태피,"과자류, 빵류 또는 떡류",10,g,-,-,3.93,0,0.07,0.79,0.5,6.07,0
캬슈가이 와사비 그린마메,"과자류, 빵류 또는 떡류",30,g,-,-,39,1.5,0.9,6,1.2,48,0
커클랜드 시그니춰 라이스 크랙커 위드 넛트,"과자류, 빵류 또는 떡류",30,g,-,-,45,1.2,2.4,5.1,0.9,54,0
커클랜드 시그니춰 앤더슨 피넛버터 필드 프리첼,"과자류, 빵류 또는 떡류",30,g,-,-,45,1.61,2.57,4.18,0.32,73.93,0
커클랜드 시그니춰 에인션트 그레인 크래커,"과자류, 빵류 또는 떡류",30,g,-,-,45,1,2,6,0.5,80,0
커클랜드 시그니춰 유기농 애니멀 크랙커,"과자류, 빵류 또는 떡류",30,g,-,-,38.57,0.64,0.96,7.07,1.93,25.71,0
커클랜드 시그니춰 크랜베리 마카다미아넛,"과자류, 빵류 또는 떡류",30,g,-,-,35.66,0.85,0.85,6.62,1.87,18.68,0
커클랜드 시그니춰 토티야 칩스,"과자류, 빵류 또는 떡류",30,g,-,-,43.39,0.64,2.25,5.14,0.32,38.57,0
커피 태피,"과자류, 빵류 또는 떡류",10,g,-,-,3.93,0,0.07,0.79,0.5,6.07,0
커피고우 레귤러 캔디,"과자류, 빵류 또는 떡류",10,g,-,-,4.29,0,0.07,0.86,0.75,1.07,0
커피고우 카푸치노 캔디,"과자류, 빵류 또는 떡류",10,g,-,-,15,0,0.25,3,0.75,3.75,0
커피땅콩,농산가공식품류,10,g,-,-,4.8,0.2,0.24,0.52,0.11,1.4,0
커피맛 캔디,"과자류, 빵류 또는 떡류",10,g,-,-,4.11,0,0.06,0.86,0.75,1.72,0.28
커피버터비스킷,"과자류, 빵류 또는 떡류",30,g,-,-,48,0.6,2.7,5.1,4.2,9,10.5
커피죠이,"과자류, 빵류 또는 떡류",30,g,-,-,43.88,0.6,1.69,6.53,1.35,33.75,0
커피향 땅콩과자,"과자류, 빵류 또는 떡류",30,g,-,-,51,1.5,3.3,3.9,0.9,34.5,0
커피향 마카다미아 너트 쿠키,"과자류, 빵류 또는 떡류",30,g,-,-,46.67,0.33,3,5,2,16.67,6.67
커피향 사탕,"과자류, 빵류 또는 떡류",10,g,-,-,3.85,0,0,0.92,0.75,0.38,0
커피향 캔디,"과자류, 빵류 또는 떡류",10,g,-,-,3.93,0,0,1,0.75,0.36,0
컨트리 리치 초콜릿맛 쿠키,"과자류, 빵류 또는 떡류",30,g,-,-,47.7,0.45,2.52,5.76,2.97,18.9,0
컨트리 코코넛 초콜릿맛 쿠키,"과자류, 빵류 또는 떡류",30,g,-,-,49.66,0.45,2.95,5.31,3.34,17.1,0
시나몬 파운드케익,"과자류, 빵류 또는 떡류",70,g,-,-,243.04,3.82,9.41,27.93,0,95.06,0
죤 파운드케익,"과자류, 빵류 또는 떡류",70,g,-,-,244.51,2.99,9.65,36.41,0,95.55,0
후르츠 파운드케익,"과자류, 빵류 또는 떡류",70,g,-,-,237.16,1.86,8.18,39,0,92.61,0
